Department,Date,ExpenseCategory,Revenue,Expense,Profit,PatientVolume,BedOccupancy,ALOS,PatientSatisfaction,ReadmissionRate
ICU,2026-05-01,salaries,1960150.24,1446945.48,513204.76,82,93.7,6.8,74.3,9.5
ICU,2026-05-01,supplies,637649.25,573496.12,64153.13,82,93.7,6.8,74.3,9.5
ICU,2026-05-01,utilities,637649.25,318680.37,318968.88,82,93.7,6.8,74.3,9.5
ICU,2026-06-01,equipment,698839.42,667215.07,31624.35,93,87.4,7.6,72.2,9.4
ICU,2026-06-01,maintenance,698839.42,222056.06,476783.36,93,87.4,7.6,72.2,9.4
ICU,2026-06-01,salaries,2090780.54,1416686.92,674093.62,93,87.4,7.6,72.2,9.4
ICU,2026-06-01,supplies,698839.42,570043.7,128795.72,93,87.4,7.6,72.2,9.4
ICU,2026-06-01,utilities,698839.42,327751.54,371087.88,93,87.4,7.6,72.2,9.4
ICU,2026-07-01,equipment,654216.22,639318.81,14897.41,80,94.7,6.8,72.1,7.8
ICU,2026-07-01,maintenance,654216.22,222233.77,431982.45,80,94.7,6.8,72.1,7.8
ICU,2026-07-01,salaries,2013035.33,1536395.76,476639.57,80,94.7,6.8,72.1,7.8
ICU,2026-07-01,supplies,654216.22,560075.66,94140.56,80,94.7,6.8,72.1,7.8
ICU,2026-07-01,utilities,654216.22,338459.88,315756.34,80,94.7,6.8,72.1,7.8
ICU,2026-08-01,equipment,698248.09,631304.14,66943.95,79,89.6,6.7,72.1,9.1
ICU,2026-08-01,maintenance,698248.09,235493.73,462754.36,79,89.6,6.7,72.1,9.1
ICU,2026-08-01,salaries,2405991.26,1388478.26,1017513.0,79,89.6,6.7,72.1,9.1
ICU,2026-08-01,supplies,698248.09,616034.02,82214.07,79,89.6,6.7,72.1,9.1
ICU,2026-08-01,utilities,698248.09,320403.29,377844.8,79,89.6,6.7,72.1,9.1
ICU,2026-09-01,equipment,661411.22,615142.62,46268.6,94,89.9,6.7,71.6,9.3
ICU,2026-09-01,maintenance,661411.22,210313.35,451097.87,94,89.9,6.7,71.6,9.3
ICU,2026-09-01,salaries,2372322.7,1405653.29,966669.41,94,89.9,6.7,71.6,9.3
ICU,2026-09-01,supplies,661411.22,523368.25,138042.97,94,89.9,6.7,71.6,9.3
ICU,2026-09-01,utilities,661411.22,309983.72,351427.5,94,89.9,6.7,71.6,9.3
Neurology,2025-10-01,equipment,363421.26,280107.95,83313.31,177,73.3,5.3,79.7,6.2
Neurology,2025-10-01,maintenance,363421.26,94038.11,269383.15,177,73.3,5.3,79.7,6.2
Neurology,2025-10-01,salaries,1087873.74,568067.62,519806.12,177,73.3,5.3,79.7,6.2
Neurology,2025-10-01,supplies,363421.26,227645.1,135776.16,177,73.3,5.3,79.7,6.2
Neurology,2025-10-01,utilities,363421.26,133815.77,229605.49,177,73.3,5.3,79.7,6.2
Neurology,2025-11-01,equipment,359591.74,250601.99,108989.75,194,69.7,5.2,79.1,5.6
Neurology,2025-11-01,maintenance,359591.74,90532.03,269059.71,194,69.7,5.2,79.1,5.6
Neurology,2025-11-01,salaries,1274186.99,594017.91,680169.08,194,69.7,5.2,79.1,5.6
Neurology,2025-11-01,supplies,359591.74,244933.32,114658.42,194,69.7,5.2,79.1,5.6
Neurology,2025-11-01,utilities,359591.74,126025.47,233566.27,194,69.7,5.2,79.1,5.6
Neurology,2025-12-01,equipment,371325.32,240731.63,130593.69,186,67.3,4.9,78.2,5.6
Neurology,2025-12-01,maintenance,371325.32,97620.5,273704.82,186,67.3,4.9,78.2,5.6
Neurology,2025-12-01,salaries,1269935.77,564310.41,705625.36,186,67.3,4.9,78.2,5.6
Neurology,2025-12-01,supplies,371325.32,231012.05,140313.27,186,67.3,4.9,78.2,5.6
Neurology,2025-12-01,utilities,371325.32,139506.61,231818.71,186,67.3,4.9,78.2,5.6
Neurology,2026-01-01,equipment,351925.55,273576.93,78348.62,188,68.0,4.7,79.5,6.0
Neurology,2026-01-01,maintenance,351925.55,85309.87,266615.68,188,68.0,4.7,79.5,6.0
Neurology,2026-01-01,salaries,1246678.7,558395.57,688283.13,188,68.0,4.7,79.5,6.0
Neurology,2026-01-01,supplies,351925.55,246160.05,105765.5,188,68.0,4.7,79.5,6.0
Neurology,2026-01-01,utilities,351925.55,126240.07,225685.48,188,68.0,4.7,79.5,6.0
Neurology,2026-02-01,equipment,382541.12,276198.96,106342.16,184,67.5,5.5,76.5,5.6
Neurology,2026-02-01,maintenance,382541.12,91316.9,291224.22,184,67.5,5.5,76.5,5.6
Neurology,2026-02-01,salaries,1369069.64,617342.97,751726.67,184,67.5,5.5,76.5,5.6
Neurology,2026-02-01,supplies,382541.12,223497.75,159043.37,184,67.5,5.5,76.5,5.6
Neurology,2026-02-01,utilities,382541.12,141617.27,240923.85,184,67.5,5.5,76.5,5.6
Neurology,2026-03-01,equipment,378868.41,258576.99,120291.42,204,67.4,5.1,77.9,6.5
Neurology,2026-03-01,maintenance,378868.41,98193.78,280674.63,204,67.4,5.1,77.9,6.5
Neurology,2026-03-01,salaries,1132973.52,584505.58,548467.94,204,67.4,5.1,77.9,6.5
Neurology,2026-03-01,supplies,378868.41,250447.8,128420.61,204,67.4,5.1,77.9,6.5
Neurology,2026-03-01,utilities,378868.41,132937.61,245930.8,204,67.4,5.1,77.9,6.5
Neurology,2026-04-01,equipment,383555.96,261065.78,122490.18,178,71.7,4.8,77.7,6.3
Neurology,2026-04-01,maintenance,383555.96,85569.57,297986.39,178,71.7,4.8,77.7,6.3
Neurology,2026-04-01,salaries,1185452.25,601117.18,584335.07,178,71.7,4.8,77.7,6.3
Neurology,2026-04-01,supplies,383555.96,250657.14,132898.82,178,71.7,4.8,77.7,6.3
Neurology,2026-04-01,utilities,383555.96,138014.6,245541.36,178,71.7,4.8,77.7,6.3
Neurology,2026-05-01,equipment,375125.84,270228.6,104897.24,186,73.2,4.7,77.0,6.1
Neurology,2026-05-01,maintenance,375125.84,93314.93,281810.91,186,73.2,4.7,77.0,6.1
Neurology,2026-05-01,salaries,1287809.07,547702.57,740106.5,186,73.2,4.7,77.0,6.1
Neurology,2026-05-01,supplies,375125.84,228920.64,146205.2,186,73.2,4.7,77.0,6.1
Neurology,2026-05-01,utilities,375125.84,137316.83,237809.01,186,73.2,4.7,77.0,6.1
Neurology,2026-06-01,equipment,377908.22,276771.27,101136.95,200,67.2,5.3,79.3,5.9
Neurology,2026-06-01,maintenance,377908.22,92190.63,285717.59,200,67.2,5.3,79.3,5.9
Neurology,2026-06-01,salaries,1325927.58,545179.48,780748.1,200,67.2,5.3,79.3,5.9
Neurology,2026-06-01,supplies,377908.22,235679.52,142228.7,200,67.2,5.3,79.3,5.9
Neurology,2026-06-01,utilities,377908.22,136943.67,240964.55,200,67.2,5.3,79.3,5.9
Neurology,2026-07-01,equipment,369836.06,276332.09,93503.97,189,67.8,4.8,75.6,6.0
Neurology,2026-07-01,maintenance,369836.06,88057.65,281778.41,189,67.8,4.8,75.6,6.0
Neurology,2026-07-01,salaries,1301568.67,575410.14,726158.53,189,67.8,4.8,75.6,6.0
Neurology,2026-07-01,supplies,369836.06,251152.4,118683.66,189,67.8,4.8,75.6,6.0
Neurology,2026-07-01,utilities,369836.06,140335.85,229500.21,189,67.8,4.8,75.6,6.0
Neurology,2026-08-01,equipment,376340.43,260648.24,115692.19,197,70.7,4.7,78.3,5.3
Neurology,2026-08-01,maintenance,376340.43,98984.3,277356.13,197,70.7,4.7,78.3,5.3
Neurology,2026-08-01,salaries,1320688.05,622061.03,698627.02,197,70.7,4.7,78.3,5.3
Neurology,2026-08-01,supplies,376340.43,242748.53,133591.9,197,70.7,4.7,78.3,5.3
Neurology,2026-08-01,utilities,376340.43,124993.27,251347.16,197,70.7,4.7,78.3,5.3
Neurology,2026-09-01,equipment,402883.48,263447.24,139436.24,191,67.0,5.3,75.4,6.2
Neurology,2026-09-01,maintenance,402883.48,106673.19,296210.29,191,67.0,5.3,75.4,6.2
Neurology,2026-09-01,salaries,1413096.06,673434.21,739661.85,191,67.0,5.3,75.4,6.2
Neurology,2026-09-01,supplies,402883.48,266326.87,136556.61,191,67.0,5.3,75.4,6.2
Neurology,2026-09-01,utilities,402883.48,138735.43,264148.05,191,67.0,5.3,75.4,6.2
Orthopedics,2025-10-01,equipment,401906.93,305043.27,96863.66,185,60.5,5.6,82.8,3.9
Orthopedics,2025-10-01,maintenance,401906.93,113576.38,288330.55,185,60.5,5.6,82.8,3.9
Orthopedics,2025-10-01,salaries,1205384.88,718381.19,487003.69,185,60.5,5.6,82.8,3.9
Orthopedics,2025-10-01,supplies,401906.93,277825.38,124081.55,185,60.5,5.6,82.8,3.9
Orthopedics,2025-10-01,utilities,401906.93,147371.03,254535.9,185,60.5,5.6,82.8,3.9
Orthopedics,2025-11-01,equipment,415104.71,280185.42,134919.29,205,59.6,5.7,78.0,3.6
Orthopedics,2025-11-01,maintenance,415104.71,105459.16,309645.55,205,59.6,5.7,78.0,3.6
Orthopedics,2025-11-01,salaries,1413515.99,666237.56,747278.43,205,59.6,5.7,78.0,3.6
Orthopedics,2025-11-01,supplies,415104.71,256851.83,158252.88,205,59.6,5.7,78.0,3.6
Orthopedics,2025-11-01,utilities,415104.71,158783.78,256320.93,205,59.6,5.7,78.0,3.6
Orthopedics,2025-12-01,equipment,414067.68,294984.79,119082.89,211,59.8,6.1,79.4,3.8
Orthopedics,2025-12-01,maintenance,414067.68,101245.81,312821.87,211,59.8,6.1,79.4,3.8
Orthopedics,2025-12-01,salaries,1268774.05,640049.84,628724.21,211,59.8,6.1,79.4,3.8
Orthopedics,2025-12-01,supplies,414067.68,276397.93,137669.75,211,59.8,6.1,79.4,3.8
Orthopedics,2025-12-01,utilities,414067.68,144876.65,269191.03,211,59.8,6.1,79.4,3.8
Orthopedics,2026-01-01,equipment,397177.2,324452.51,72724.69,213,61.5,5.9,83.4,3.5
Orthopedics,2026-01-01,maintenance,397177.2,110282.74,286894.46,213,61.5,5.9,83.4,3.5
Orthopedics,2026-01-01,salaries,1399516.81,660359.58,739157.23,213,61.5,5.9,83.4,3.5
Orthopedics,2026-01-01,supplies,397177.2,257159.81,140017.39,213,61.5,5.9,83.4,3.5
Orthopedics,2026-01-01,utilities,397177.2,146969.01,250208.19,213,61.5,5.9,83.4,3.5
Orthopedics,2026-02-01,equipment,401509.04,294568.62,106940.42,215,59.4,5.9,82.6,3.5
Orthopedics,2026-02-01,maintenance,401509.04,98422.43,303086.61,215,59.4,5.9,82.6,3.5
Orthopedics,2026-02-01,salaries,1324158.39,712077.03,612081.36,215,59.4,5.9,82.6,3.5
Orthopedics,2026-02-01,supplies,401509.04,278402.06,123106.98,215,59.4,5.9,82.6,3.5
Orthopedics,2026-02-01,utilities,401509.04,155209.3,246299.74,215,59.4,5.9,82.6,3.5
Orthopedics,2026-03-01,equipment,395073.91,315515.51,79558.4,213,60.4,6.2,81.0,3.7
Orthopedics,2026-03-01,maintenance,395073.91,99681.39,295392.52,213,60.4,6.2,81.0,3.7
Orthopedics,2026-03-01,salaries,1275196.5,676436.67,598759.83,213,60.4,6.2,81.0,3.7
Orthopedics,2026-03-01,supplies,395073.91,281522.25,113551.66,213,60.4,6.2,81.0,3.7
Orthopedics,2026-03-01,utilities,395073.91,163968.87,231105.04,213,60.4,6.2,81.0,3.7
Orthopedics,2026-04-01,equipment,406027.54,288287.52,117740.02,204,61.0,5.9,78.3,3.8
Orthopedics,2026-04-01,maintenance,406027.54,102401.11,303626.43,204,61.0,5.9,78.3,3.8
Orthopedics,2026-04-01,salaries,1250704.1,721968.04,528736.06,204,61.0,5.9,78.3,3.8
Orthopedics,2026-04-01,supplies,406027.54,270745.46,135282.08,204,61.0,5.9,78.3,3.8
Orthopedics,2026-04-01,utilities,406027.54,149765.48,256262.06,204,61.0,5.9,78.3,3.8
Orthopedics,2026-05-01,equipment,398162.77,321515.9,76646.87,214,60.6,6.2,78.3,4.1
Orthopedics,2026-05-01,maintenance,398162.77,117633.51,280529.26,214,60.6,6.2,78.3,4.1
Orthopedics,2026-05-01,salaries,1391145.16,711102.57,680042.59,214,60.6,6.2,78.3,4.1
Orthopedics,2026-05-01,supplies,398162.77,266412.16,131750.61,214,60.6,6.2,78.3,4.1
Orthopedics,2026-05-01,utilities,398162.77,172213.46,225949.31,214,60.6,6.2,78.3,4.1
Orthopedics,2026-06-01,equipment,234202.61,431412.06,-197209.45,214,60.9,5.4,82.2,3.6
Orthopedics,2026-06-01,maintenance,234202.61,140654.41,93548.2,214,60.9,5.4,82.2,3.6
Orthopedics,2026-06-01,salaries,708406.69,1027192.4,-318785.71,214,60.9,5.4,82.2,3.6
Orthopedics,2026-06-01,supplies,234202.61,371341.02,-137138.41,214,60.9,5.4,82.2,3.6
Orthopedics,2026-06-01,utilities,234202.61,212779.48,21423.13,214,60.9,5.4,82.2,3.6
Orthopedics,2026-07-01,equipment,220119.15,432975.24,-212856.09,200,59.4,6.2,84.2,3.4
Orthopedics,2026-07-01,maintenance,220119.15,164739.56,55379.6,200,59.4,6.2,84.2,3.4
Orthopedics,2026-07-01,salaries,757594.57,944394.62,-186800.05,200,59.4,6.2,84.2,3.4
Orthopedics,2026-07-01,supplies,220119.15,387668.05,-167548.9,200,59.4,6.2,84.2,3.4
Orthopedics,2026-07-01,utilities,220119.15,234012.78,-13893.63,200,59.4,6.2,84.2,3.4
Orthopedics,2026-08-01,equipment,223162.19,461021.03,-237858.84,219,60.8,5.8,81.9,4.2
Orthopedics,2026-08-01,maintenance,223162.19,156056.19,67106.0,219,60.8,5.8,81.9,4.2
Orthopedics,2026-08-01,salaries,694654.32,911637.87,-216983.55,219,60.8,5.8,81.9,4.2
Orthopedics,2026-08-01,supplies,223162.19,390863.27,-167701.08,219,60.8,5.8,81.9,4.2
Orthopedics,2026-08-01,utilities,223162.19,215877.35,7284.84,219,60.8,5.8,81.9,4.2
Orthopedics,2026-09-01,equipment,211248.58,402679.44,-191430.86,234,61.3,5.5,78.7,4.1
Orthopedics,2026-09-01,maintenance,211248.58,141615.18,69633.41,234,61.3,5.5,78.7,4.1
Orthopedics,2026-09-01,salaries,736853.2,959005.79,-222152.59,234,61.3,5.5,78.7,4.1
Orthopedics,2026-09-01,supplies,211248.58,411695.49,-200446.91,234,61.3,5.5,78.7,4.1
Orthopedics,2026-09-01,utilities,211248.58,198704.42,12544.16,234,61.3,5.5,78.7,4.1
Pediatrics,2025-10-01,equipment,293997.42,202397.23,91600.19,255,55.1,3.1,88.2,3.3
Pediatrics,2025-10-01,maintenance,293997.42,65833.03,228164.39,255,55.1,3.1,88.2,3.3
Pediatrics,2025-10-01,salaries,1011301.82,455279.19,556022.63,255,55.1,3.1,88.2,3.3
Pediatrics,2025-10-01,supplies,293997.42,185073.46,108923.96,255,55.1,3.1,88.2,3.3
Pediatrics,2025-10-01,utilities,293997.42,105907.12,188090.3,255,55.1,3.1,88.2,3.3
Pediatrics,2025-11-01,equipment,267370.35,196821.07,70549.28,267,55.1,3.3,86.9,3.1
Pediatrics,2025-11-01,maintenance,267370.35,71101.39,196268.96,267,55.1,3.3,86.9,3.1
Pediatrics,2025-11-01,salaries,899536.73,412144.73,487392.0,267,55.1,3.3,86.9,3.1
Pediatrics,2025-11-01,supplies,267370.35,167431.77,99938.58,267,55.1,3.3,86.9,3.1
Pediatrics,2025-11-01,utilities,267370.35,100522.39,166847.96,267,55.1,3.3,86.9,3.1
Pediatrics,2025-12-01,equipment,272324.72,212870.2,59454.52,276,59.9,3.4,87.8,3.2
Pediatrics,2025-12-01,maintenance,272324.72,65503.84,206820.88,276,59.9,3.4,87.8,3.2
Pediatrics,2025-12-01,salaries,814199.09,473754.06,340445.03,276,59.9,3.4,87.8,3.2
Pediatrics,2025-12-01,supplies,272324.72,195824.11,76500.61,276,59.9,3.4,87.8,3.2
Pediatrics,2025-12-01,utilities,272324.72,94912.27,177412.45,276,59.9,3.4,87.8,3.2
Pediatrics,2026-01-01,equipment,277214.84,211077.06,66137.78,268,60.4,3.4,87.8,3.2
Pediatrics,2026-01-01,maintenance,277214.84,72873.98,204340.86,268,60.4,3.4,87.8,3.2
Pediatrics,2026-01-01,salaries,881610.21,492785.91,388824.3,268,60.4,3.4,87.8,3.2
Pediatrics,2026-01-01,supplies,277214.84,171192.31,106022.53,268,60.4,3.4,87.8,3.2
Pediatrics,2026-01-01,utilities,277214.84,105140.21,172074.63,268,60.4,3.4,87.8,3.2
Pediatrics,2026-02-01,equipment,272094.02,193509.49,78584.53,273,55.8,3.0,87.6,2.9
Pediatrics,2026-02-01,maintenance,272094.02,70337.17,201756.85,273,55.8,3.0,87.6,2.9
Pediatrics,2026-02-01,salaries,902747.52,489476.52,413271.0,273,55.8,3.0,87.6,2.9
Pediatrics,2026-02-01,supplies,272094.02,199752.26,72341.76,273,55.8,3.0,87.6,2.9
Pediatrics,2026-02-01,utilities,272094.02,107657.56,164436.46,273,55.8,3.0,87.6,2.9
Pediatrics,2026-03-01,equipment,282189.6,211098.1,71091.5,308,60.4,3.0,87.6,3.5
Pediatrics,2026-03-01,maintenance,282189.6,75129.39,207060.21,308,60.4,3.0,87.6,3.5
Pediatrics,2026-03-01,salaries,886874.23,450240.8,436633.43,308,60.4,3.0,87.6,3.5
Pediatrics,2026-03-01,supplies,282189.6,189203.97,92985.63,308,60.4,3.0,87.6,3.5
Pediatrics,2026-03-01,utilities,282189.6,93649.44,188540.16,308,60.4,3.0,87.6,3.5
Pediatrics,2026-04-01,equipment,288943.18,215505.56,73437.62,260,57.4,3.1,89.6,3.1
Pediatrics,2026-04-01,maintenance,288943.18,76292.5,212650.68,260,57.4,3.1,89.6,3.1
Pediatrics,2026-04-01,salaries,926482.98,482906.73,443576.25,260,57.4,3.1,89.6,3.1
Pediatrics,2026-04-01,supplies,288943.18,200885.39,88057.79,260,57.4,3.1,89.6,3.1
Pediatrics,2026-04-01,utilities,288943.18,100046.44,188896.74,260,57.4,3.1,89.6,3.1
Pediatrics,2026-05-01,equipment,287024.68,195043.29,91981.39,295,55.8,3.2,88.8,3.4
Pediatrics,2026-05-01,maintenance,287024.68,66203.8,220820.88,295,55.8,3.2,88.8,3.4
Pediatrics,2026-05-01,salaries,977589.6,451037.71,526551.89,295,55.8,3.2,88.8,3.4
Pediatrics,2026-05-01,supplies,287024.68,192552.63,94472.05,295,55.8,3.2,88.8,3.4
Pediatrics,2026-05-01,utilities,287024.68,106633.69,180390.99,295,55.8,3.2,88.8,3.4
Pediatrics,2026-06-01,equipment,297735.82,195204.16,102531.66,279,59.8,3.1,90.6,3.4
Pediatrics,2026-06-01,maintenance,297735.82,66123.78,231612.04,279,59.8,3.1,90.6,3.4
Pediatrics,2026-06-01,salaries,989814.97,445352.09,544462.88,279,59.8,3.1,90.6,3.4
Pediatrics,2026-06-01,supplies,297735.82,165642.92,132092.9,279,59.8,3.1,90.6,3.4
Pediatrics,2026-06-01,utilities,297735.82,105117.94,192617.88,279,59.8,3.1,90.6,3.4
Pediatrics,2026-07-01,equipment,279370.45,215191.59,64178.86,276,58.9,3.0,91.4,2.9
Pediatrics,2026-07-01,maintenance,279370.45,78199.35,201171.1,276,58.9,3.0,91.4,2.9
Pediatrics,2026-07-01,salaries,979672.81,457098.56,522574.25,276,58.9,3.0,91.4,2.9
Pediatrics,2026-07-01,supplies,279370.45,180915.95,98454.5,276,58.9,3.0,91.4,2.9
Pediatrics,2026-07-01,utilities,279370.45,96070.44,183300.01,276,58.9,3.0,91.4,2.9
Pediatrics,2026-08-01,equipment,276558.65,213960.6,62598.05,282,57.7,3.4,86.2,3.3
Pediatrics,2026-08-01,maintenance,276558.65,76075.94,200482.71,282,57.7,3.4,86.2,3.3
Pediatrics,2026-08-01,salaries,947009.05,466310.25,480698.8,282,57.7,3.4,86.2,3.3
Pediatrics,2026-08-01,supplies,276558.65,191227.88,85330.77,282,57.7,3.4,86.2,3.3
Pediatrics,2026-08-01,utilities,276558.65,103661.76,172896.89,282,57.7,3.4,86.2,3.3
Pediatrics,2026-09-01,equipment,277603.64,202499.18,75104.46,276,58.7,3.0,88.4,3.1
Pediatrics,2026-09-01,maintenance,277603.64,69127.89,208475.75,276,58.7,3.0,88.4,3.1
Pediatrics,2026-09-01,salaries,865898.24,463555.49,402342.75,276,58.7,3.0,88.4,3.1
Pediatrics,2026-09-01,supplies,277603.64,179132.06,98471.58,276,58.7,3.0,88.4,3.1
Pediatrics,2026-09-01,utilities,277603.64,100439.89,177163.75,276,58.7,3.0,88.4,3.1
